customer_key,first_name,last_name,email,active,create_date,last_update,address,district,postal_code,phone,city,country
136,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","788 Atinsk Street",Karnataka,81691,146497509724,Hubli-Dharwad,India
137,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1749 Daxian Place",Gelderland,11044,963369996279,Apeldoorn,Netherlands
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1587 Sullana Lane","Inner Mongolia",85769,468060467018,Hohhot,China
139,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1029 Dzerzinsk Manor",Ynlin,57519,33173584456,Touliu,Taiwan
140,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1666 Beni-Mellal Place",Tennessee,13377,9099941466,Clarksville,"United States"
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","928 Jaffna Loop",Hiroshima,93762,581852137991,Fukuyama,Japan
142,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","483 Ljubertsy Parkway",Scotland,60562,581174211853,Dundee,"United Kingdom"
143,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","374 Bat Yam Boulevard",Kilis,97700,923261616249,Kilis,Turkey
144,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1027 Songkhla Manor",Minsk,30861,563660187896,Molodetšno,Belarus
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","999 Sanaa Loop",Gauteng,3439,918032330119,Soshanguve,"South Africa"
146,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","879 Newcastle Way",Michigan,90732,206841104594,"Sterling Heights","United States"
147,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1337 Lincoln Parkway",Saitama,99457,597815221267,Urawa,Japan
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1952 Pune Lane",Saint-Denis,92150,354615066969,Saint-Denis,Réunion
149,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","782 Mosul Street",Massachusetts,25545,885899703621,Brockton,"United States"
150,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","781 Shimonoseki Drive","Michoacn de Ocampo",95444,632316273199,Hidalgo,Mexico
151,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1560 Jelets Boulevard",Shandong,77777,189446090264,Laiwu,China
152,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1963 Moscow Place",Assam,64863,761379480249,Nagaon,India
153,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","456 Escobar Way","Jakarta Raya",36061,719202533520,Jakarta,Indonesia
154,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","798 Cianjur Avenue",Shanxi,76990,499408708580,Yuncheng,China
155,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","185 Novi Sad Place",Bern,41778,904253967161,Bern,Switzerland
156,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1367 Yantai Manor","Ondo & Ekiti",21294,889538496300,Ondo,Nigeria
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1386 Nakhon Sawan Boulevard",Pyongyang-si,53502,368899174225,Pyongyang,"North Korea"
158,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","369 Papeete Way","North Carolina",66639,170117068815,Greensboro,"United States"
159,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1440 Compton Place","North Austria",81037,931059836497,Linz,Austria
160,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1623 Baha Blanca Manor",Moskova,81511,149981248346,Ljubertsy,"Russian Federation"
161,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","97 Shimoga Avenue","Tel Aviv",44660,177167004331,"Tel Aviv-Jaffa",Israel
162,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1740 Le Mans Loop","Pays de la Loire",22853,168476538960,"Le Mans",France
163,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1287 Xi´angfan Boulevard",Gifu,57844,819416131190,Kakamigahara,Japan
164,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","842 Salzburg Lane",Adana,3313,697151428760,Tarsus,Turkey
165,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","154 Tallahassee Loop",Xinxiang,62250,935508855935,Hami,China
166,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","710 San Felipe del Progreso Avenue",Lilongwe,76901,843801144113,Lilongwe,Malawi
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1540 Wroclaw Drive",Maharashtra,62686,182363341674,Chandrapur,India
168,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","475 Atinsk Way",Gansu,59571,201705577290,Jinchang,China
169,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,"2006-02-14 22:04:36","2006-02-15 04:57:20","1294 Firozabad Drive",Ji´angxi,70618,161801569569,Pingxiang,China
170,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1877 Ezhou Lane",Rajasthan,63337,264541743403,Udaipur,India
171,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","316 Uruapan Street",Perak,58194,275788967899,Ipoh,Malaysia
172,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","29 Pyongyang Loop",Batman,47753,734780743462,Batman,Turkey
173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1010 Klerksdorp Way",Steiermark,6802,493008546874,Graz,Austria
174,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1848 Salala Boulevard",Miranda,25220,48265851133,"Ocumare del Tuy",Venezuela
175,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","431 Xi´angtan Avenue",Kerala,4854,230250973122,"Allappuzha (Alleppey)",India
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","757 Rustenburg Avenue",Skikda,89668,506134035434,Skikda,Algeria
177,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","146 Johannesburg Way",Tamaulipas,54132,953689007081,Matamoros,Mexico
178,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1891 Rizhao Boulevard","São Paulo",47288,391065549876,"Santa Brbara dOeste",Brazil
179,DANA,HART,DANA.HART@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1089 Iwatsuki Avenue",Kirov,35109,866092335135,Kirovo-Tšepetsk,"Russian Federation"
180,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1410 Benin City Parkway",Risaralda,29747,104150372603,Pereira,Colombia
181,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","682 Garden Grove Place",Tennessee,67497,72136330362,Memphis,"United States"
182,RENEE,LANE,RENEE.LANE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","533 al-Ayn Boulevard",California,8862,662227486184,Compton,"United States"
183,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1839 Szkesfehrvr Parkway",Gois,55709,947468818183,Luziânia,Brazil
184,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","741 Ambattur Manor",Noord-Brabant,43310,302590383819,´s-Hertogenbosch,Netherlands
185,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","927 Barcelona Street","Chaharmahal va Bakht",65121,951486492670,"Shahr-e Kord",Iran
186,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","435 0 Way","West Bengali",74750,760171523969,Haldia,India
187,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","140 Chiayi Parkway",Sumy,38982,855863906434,Sumy,Ukraine
188,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1166 Changhwa Street",Caraga,58852,650752094490,Bayugan,Philippines
189,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","891 Novi Sad Manor",Ontario,5379,247646995453,Oshawa,Canada
190,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","605 Rio Claro Parkway",Tabora,49348,352469351088,Tabora,Tanzania
191,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1077 San Felipe de Puerto Plata Place",Rostov-na-Donu,65387,812824036424,Novotšerkassk,"Russian Federation"
192,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","9 San Miguel de Tucumn Manor","Uttar Pradesh",90845,956188728558,Firozabad,India
193,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","447 Surakarta Loop",Nyanza,10428,940830176580,Kisumu,Kenya
194,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","345 Oshawa Boulevard",Tokyo-to,32114,104491201771,Hino,Japan
195,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1792 Valle de la Pascua Place",Nordrhein-Westfalen,15540,419419591240,Siegen,Germany
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1074 Binzhou Manor",Baden-Wrttemberg,36490,331132568928,Mannheim,Germany
197,SUE,PETERS,SUE.PETERS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","817 Bradford Loop",Ji´angsu,89459,264286442804,Changzhou,China
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","955 Bamenda Way","Ondo & Ekiti",1545,768481779568,Ikerre,Nigeria
199,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1149 A Corua (La Corua) Boulevard",Haiphong,95824,470884141195,Haiphong,Vietnam
200,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","387 Mwene-Ditu Drive",Ahal,8073,764477681869,Ashgabat,Turkmenistan
201,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","68 Molodetno Manor",Nordrhein-Westfalen,4662,146640639760,Witten,Germany
202,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","642 Nador Drive",Maharashtra,3924,369050085652,Bhusawal,India
203,TARA,RYAN,TARA.RYAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1688 Nador Lane","Sulawesi Utara",61613,652218196731,Gorontalo,Indonesia
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1215 Pyongyang Parkway",Usak,25238,646237101779,Usak,Turkey
205,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1679 Antofagasta Street","Alto Paran",86599,905903574913,"Ciudad del Este",Paraguay
206,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1304 ´s-Hertogenbosch Way","Santa Catarina",10925,90336226227,Blumenau,Brazil
207,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","850 Salala Loop",Kitaa,10800,403404780639,Nuuk,Greenland
208,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","624 Oshawa Boulevard","West Bengali",89959,49677664184,Balurghat,India
209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","43 Dadu Avenue",Rajasthan,4855,95666951770,Bhilwara,India
210,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","751 Lima Loop",Aden,99405,756460337785,Aden,Yemen
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1333 Haldia Street",Jilin,82161,408304391718,Fuyu,China
212,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","660 Jedda Boulevard",Washington,25053,168758068397,Bellevue,"United States"
213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1001 Miyakonojo Lane",Taizz,67924,584316724815,Taizz,Yemen
214,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","226 Brest Manor",California,2299,785881412500,Sunnyvale,"United States"
215,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1229 Valencia Parkway",Haskovo,99124,352679173732,"Stara Zagora",Bulgaria
216,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1201 Qomsheh Manor",Gois,21464,873492228462,"Aparecida de Goiânia",Brazil
217,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","866 Shivapuri Manor","Uttar Pradesh",22474,778502731092,Sambhal,India
218,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1168 Najafabad Parkway",Kabol,40301,886649065861,Kabul,Afghanistan
219,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1244 Allappuzha (Alleppey) Place","Buenos Aires",20657,991802825778,"Vicente López",Argentina
220,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1842 Luzinia Boulevard","Zanzibar West",94420,706878974831,Zanzibar,Tanzania
221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1926 Gingoog Street",Sisilia,22824,469738825391,Syrakusa,Italy
222,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","810 Palghat (Palakkad) Boulevard",Jaroslavl,73431,516331171356,Jaroslavl,"Russian Federation"
223,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1820 Maring Parkway",Punjab,88307,99760893676,"Mandi Bahauddin",Pakistan
224,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","60 Poos de Caldas Street",Rajasthan,82338,963063788669,Jodhpur,India
225,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1014 Loja Manor","Tamil Nadu",66851,460795526514,Ambattur,India
226,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","201 Effon-Alaiye Way",Asunción,64344,684192903087,Asunción,Paraguay
227,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","430 Alessandria Loop",Saarland,47446,669828224459,Saarbrücken,Germany
228,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","754 Valencia Place","Phnom Penh",87911,594319417514,"Phnom Penh",Cambodia
229,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","356 Olomouc Manor",Gois,93323,22326410776,Anápolis,Brazil
230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1256 Bislig Boulevard",Botosani,50598,479007229460,Botosani,Romania
231,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","954 Kimchon Place","West Bengali",42420,541327526474,Uttarpara-Kotrung,India
232,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","885 Yingkou Manor",Kaduna,31390,588964509072,Zaria,Nigeria
233,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1736 Cavite Place",Qina,98775,431770603551,Idfu,Egypt
234,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","346 Skikda Parkway",Hawalli,90628,630424482919,"Jalib al-Shuyukh",Kuwait
235,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","98 Stara Zagora Boulevard",Valle,76448,610173756082,Buenaventura,Colombia
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1479 Rustenburg Boulevard","Southern Tagalog",18727,727785483194,Tanza,Philippines
237,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","647 A Corua (La Corua) Street",Chollanam,36971,792557457753,Naju,"South Korea"
238,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1964 Gijn Manor",Karnataka,14408,918119601885,Shimoga,India
239,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","47 Syktyvkar Lane","West Java",22236,63937119031,Ciomas,Indonesia
240,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1148 Saarbrcken Parkway",Fukushima,1921,137773001988,Iwaki,Japan
241,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,0,"2006-02-14 22:04:36","2006-02-15 04:57:20","1103 Bilbays Parkway",Hubei,87660,279979529227,Xi´angfan,China
242,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1246 Boksburg Parkway",Hebei,28349,890283544295,Qinhuangdao,China
243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1483 Pathankot Street",Tucumn,37288,686015532180,"San Miguel de Tucumán",Argentina
244,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","582 Papeete Loop","Central Visayas",27722,569868543137,Lapu-Lapu,Philippines
245,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","300 Junan Street",Kyonggi,81314,890289150158,Uijongbu,"South Korea"
246,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","829 Grand Prairie Way",Paraná,6461,741070712873,Maringá,Brazil
247,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1473 Changhwa Parkway",Mxico,75933,266798132374,"Coacalco de Berriozábal",Mexico
248,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1309 Weifang Street",Florida,57338,435785045362,Tallahassee,"United States"
249,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1760 Oshawa Manor",Tianjin,38140,56257502250,Tianjin,China
250,JO,FOWLER,JO.FOWLER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","786 Stara Zagora Way","Oyo & Osun",98332,716256596301,Oyo,Nigeria
251,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1966 Tonghae Street","Anhalt Sachsen",36481,567359279425,Halle/Saale,Germany
252,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1497 Yuzhou Drive",England,3433,246810237916,London,"United Kingdom"
253,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","752 Ondo Loop",Miyazaki,32474,134673576619,Miyakonojo,Japan
254,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1338 Zalantun Lane","Minas Gerais",45403,840522972766,"Poços de Caldas",Brazil
255,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","127 Iwakuni Boulevard","Central Luzon",20777,987442542471,Hagonoy,Philippines
256,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","51 Laredo Avenue",Sagaing,68146,884536620568,Monywa,Myanmar
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","771 Yaound Manor",Sofala,86768,245477603573,Beira,Mozambique
258,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","532 Toulon Street",Santiago,69517,46871694740,"Santiago de los Caballeros","Dominican Republic"
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1027 Banjul Place","West Bengali",50390,538241037443,Halisahar,India
260,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1158 Mandi Bahauddin Parkway",Shanxi,98484,276555730211,Datong,China
261,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","862 Xintai Lane","Cagayan Valley",30065,265153400632,Tuguegarao,Philippines
262,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","816 Cayenne Parkway",Manab,93629,282874611748,Portoviejo,Ecuador
263,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1831 Nam Dinh Loop","National Capital Reg",51990,322888976727,Mandaluyong,Philippines
264,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","446 Kirovo-Tepetsk Lane",Osaka,19428,303967439816,Higashiosaka,Japan
265,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","682 Halisahar Place","Severn Morava",20536,475553436330,Olomouc,"Czech Republic"
266,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1587 Loja Manor",Salzburg,5410,621625204422,Salzburg,Austria
267,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1762 Paarl Parkway",Hunan,53928,192459639410,Lengshuijiang,China
268,NINA,SOTO,NINA.SOTO@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1519 Ilorin Place",Kerala,49298,357445645426,"Palghat (Palakkad)",India
269,CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","920 Kumbakonam Loop",California,75090,685010736240,Salinas,"United States"
270,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","906 Goinia Way",Wielkopolskie,83565,701767622697,Kalisz,Poland
